order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
146,2084,2023-12-26,103,5,370.15,1850.75,Cancelled,
147,5749,2025-05-24,36,1,71.3,71.3,Cancelled,
148,8723,2024-06-25,485,3,15.65,46.95,Cancelled,
149,5327,2025-05-29,223,2,478.3,956.6,Cancelled,
150,6256,2024-06-13,160,1,485.62,485.62,Completed,2024-06-14
151,3585,2025-06-19,215,3,197.58,592.74,Pending,
152,1444,2023-08-08,319,3,125.93,377.79,Completed,2023-08-09
153,2440,2024-09-25,252,3,125.09,375.27,Cancelled,
154,8048,2025-05-13,43,4,272.03,1088.12,Pending,
155,1664,2024-10-12,388,2,414.76,829.52,Cancelled,
156,7423,2024-01-11,202,1,259.6,259.6,Completed,2024-01-14
157,6557,2024-12-20,478,2,429.4,858.8,Completed,2024-12-23
158,8943,2025-04-17,437,4,260.21,1040.84,Completed,2025-04-19
159,1320,2025-08-27,240,2,293.31,586.62,Cancelled,
160,247,2024-03-01,186,1,212.26,212.26,Pending,
161,8202,2025-11-11,156,5,246.85,1234.25,Completed,2025-11-12
162,4455,2024-04-26,161,2,160.72,321.44,Completed,2024-04-29
163,1810,2023-11-09,486,2,52.57,105.14,Cancelled,
164,4142,2025-06-05,432,5,371.74,1858.7,Completed,2025-06-07
165,6549,2023-12-19,9,3,402.5,1207.5,Cancelled,
166,2028,2023-06-30,393,1,338.58,338.58,Cancelled,
167,3205,2025-10-06,397,5,279.71,1398.55,Cancelled,
168,4081,2023-10-28,238,1,430.02,430.02,Completed,2023-10-29
169,9614,2024-11-21,347,3,255.22,765.66,Cancelled,
170,1062,2024-01-02,371,5,263.24,1316.2,Cancelled,
171,381,2025-05-09,275,4,208.52,834.08,Pending,
172,1612,2024-12-12,434,1,496.55,496.55,Pending,
173,6080,2023-07-06,83,3,106.08,318.24,Cancelled,
174,3056,2024-07-25,43,2,432.96,865.92,Pending,
175,5095,2025-04-02,27,5,374.55,1872.75,Cancelled,
176,3928,2025-05-18,3,4,79.72,318.88,Cancelled,
177,867,2025-10-31,198,1,109.29,109.29,Pending,
178,9744,2024-02-17,54,4,279.87,1119.48,Cancelled,
179,1466,2023-04-12,42,3,25.89,77.67,Pending,
180,7780,2024-03-05,153,1,127.94,127.94,Cancelled,
181,1621,2025-10-13,383,5,413.09,2065.45,Cancelled,
182,1720,2025-04-29,24,4,443.21,1772.84,Pending,
183,835,2024-12-27,351,5,136.6,683.0,Cancelled,
184,7646,2024-08-06,433,5,171.04,855.2,Completed,2024-08-06
185,7169,2023-06-07,106,3,119.49,358.47,Cancelled,
186,1956,2023-12-06,362,1,241.55,241.55,Pending,
187,7269,2025-12-18,347,5,374.89,1874.45,Completed,2025-12-21
188,3715,2023-04-26,367,4,64.86,259.44,Completed,2023-04-26
189,7701,2025-11-14,57,2,73.59,147.18,Pending,
190,7883,2025-02-25,129,4,389.7,1558.8,Cancelled,
191,5552,2024-02-10,249,2,29.76,59.52,Completed,2024-02-10
192,4699,2023-01-15,94,5,17.31,86.55,Cancelled,
193,5766,2025-01-20,402,4,434.89,1739.56,Cancelled,
194,2781,2023-03-06,8,3,337.87,1013.61,Completed,2023-03-07
195,6476,2024-03-12,449,2,89.51,179.02,Pending,
196,624,2025-03-11,300,4,305.21,1220.84,Completed,2025-03-14
197,7736,2024-06-15,204,1,200.58,200.58,Completed,2024-06-17
198,1940,2023-05-16,224,2,293.25,586.5,Completed,2023-05-17
199,900,2023-07-03,165,1,420.98,420.98,Completed,2023-07-06
200,7870,2023-05-29,3,1,116.62,116.62,Completed,
201,4228,2025-12-06,393,2,148.21,296.42,Pending,
202,8818,2023-08-19,318,2,293.16,586.32,Completed,2023-08-21
203,3611,2025-10-27,34,1,15.01,15.01,Pending,
204,1223,2025-05-20,308,1,165.03,165.03,Pending,
205,1654,2023-04-06,76,3,456.68,1370.04,Completed,2023-04-08
206,4765,2025-03-05,358,4,359.33,1437.32,Pending,
207,5407,2024-04-18,342,2,161.83,323.66,Pending,
208,5339,2023-07-11,2,1,411.89,411.89,Completed,2023-07-14
209,2548,2024-06-15,394,4,257.73,1030.92,Cancelled,
210,2004,2025-05-19,439,3,241.5,724.5,Cancelled,
211,1822,2024-11-21,165,2,277.54,555.08,Pending,
212,8073,2025-07-08,465,3,405.52,1216.56,Pending,
213,6097,2024-04-24,304,5,253.9,1269.5,Pending,
214,4254,2024-11-30,186,2,194.43,388.86,Cancelled,
215,9807,2023-04-04,391,4,88.78,355.12,Cancelled,
216,2516,2025-02-24,10,3,395.52,1186.56,Completed,2025-02-26
217,7579,2024-07-27,217,4,79.26,317.04,Completed,2024-07-27
218,3336,2023-02-25,236,1,415.19,415.19,Completed,2023-02-28
219,7876,2024-06-23,387,5,497.5,2487.5,Pending,
220,1003,2025-09-12,341,2,57.87,115.74,Completed,2025-09-13
221,3043,2025-12-21,9,4,155.29,621.16,Pending,
222,5314,2024-09-09,,4,339.14,1356.56,Completed,
223,4253,2023-12-20,171,4,345.77,1383.08,Completed,2023-12-23
224,8458,2024-01-16,285,3,498.55,1495.65,Completed,2024-01-18
225,7297,2023-10-06,6,4,344.76,1379.04,Pending,
226,1108,2025-09-06,485,2,472.11,944.22,Pending,
227,6842,2025-04-01,244,2,185.49,370.98,Pending,
228,8668,2024-03-22,458,4,363.8,1455.2,Completed,2024-03-25
229,4314,2023-03-03,409,5,460.08,2300.4,Cancelled,
230,3830,2025-03-16,303,2,38.19,76.38,Completed,2025-03-17
231,5683,2024-06-15,4,1,346.78,346.78,Cancelled,
232,3278,2023-10-24,243,5,214.88,1074.4,Pending,
233,7363,2024-11-01,306,4,476.26,1905.04,Pending,
234,5271,2024-10-05,99,4,230.61,922.44,Cancelled,
235,9755,2025-08-28,257,4,254.91,1019.64,Completed,2025-08-29
236,1262,2025-06-12,,5,355.19,1775.95,Pending,
237,8634,2024-05-09,426,3,82.11,246.33,Pending,
238,6594,2025-09-03,108,2,233.17,466.34,Pending,
239,2885,2024-01-05,31,2,472.41,944.82,Pending,
240,1744,2025-09-14,53,1,419.6,419.6,Completed,2025-09-17
241,1978,2025-05-22,311,4,62.24,248.96,Pending,
242,4826,2023-04-28,400,2,312.23,624.46,Cancelled,
243,4735,2025-01-31,59,3,420.2,1260.6,Completed,2025-02-01
244,2880,2023-03-08,192,1,419.42,419.42,Cancelled,
245,9577,2023-01-17,107,2,101.72,203.44,Pending,
246,9317,2025-04-26,493,5,16.82,84.1,Completed,2025-04-29
247,1269,2024-07-04,254,1,216.93,216.93,Pending,
248,7612,2023-05-27,231,1,461.58,461.58,Pending,
249,3179,2025-03-30,474,4,444.68,1778.72,Pending,
250,177,2024-12-02,351,1,152.69,152.69,Pending,
251,6771,2024-03-03,95,4,99.93,399.72,Completed,2024-03-04
252,7219,2023-08-20,442,2,285.97,571.94,Completed,2023-08-21
253,3643,2023-01-11,277,5,25.93,129.65,Completed,2023-01-13
254,2561,2024-06-16,32,3,311.73,935.19,Cancelled,
255,9890,2024-10-27,56,2,371.7,743.4,Pending,
256,2589,2023-09-18,237,4,98.29,393.16,Pending,
257,9382,2023-11-24,459,1,412.9,412.9,Pending,
258,783,2024-12-13,334,3,487.72,1463.16,Cancelled,
259,2056,2025-05-29,31,4,362.08,1448.32,Completed,2025-05-31
260,2724,2023-12-18,233,5,325.82,1629.1,Completed,2023-12-21
261,9608,2024-06-26,320,3,21.46,64.38,Cancelled,
262,8948,2023-01-02,259,4,157.66,630.64,Pending,
263,8113,2025-05-07,384,3,379.23,1137.69,Pending,
264,8940,2023-12-14,23,1,335.9,335.9,Pending,
265,762,2023-12-18,305,2,101.22,202.44,Pending,
266,4904,2025-01-30,398,2,313.65,627.3,Completed,2025-01-30
267,2571,2024-04-06,89,3,478.99,1436.97,Pending,
268,108,2024-02-27,89,2,129.89,259.78,Pending,
269,6132,2023-03-25,79,3,178.59,535.77,Pending,
270,3707,2023-08-21,317,3,149.0,447.0,Cancelled,
271,6633,2023-03-10,116,5,257.1,1285.5,Cancelled,
272,3411,2024-08-06,356,5,104.88,524.4,Pending,
273,2658,2024-01-30,449,3,426.4,1279.2,Completed,2024-02-02
274,8805,2023-09-28,4,1,179.94,179.94,Cancelled,
275,2070,2024-04-17,63,3,378.8,1136.4,Pending,
276,9500,2023-11-28,451,1,227.72,227.72,Completed,2023-12-01
277,9850,2024-10-03,465,5,75.61,378.05,Pending,
278,3977,2023-08-30,74,4,206.73,826.92,Pending,
279,5063,2025-09-12,236,5,192.13,960.65,Pending,
280,244,2023-05-15,465,4,99.3,397.2,Completed,2023-05-16
281,1603,2025-07-06,176,5,74.9,374.5,Completed,2025-07-07
282,6102,2023-07-24,247,2,364.05,728.1,Pending,
283,4491,2025-05-17,438,4,166.07,664.28,Cancelled,
284,6532,2025-11-07,323,3,197.72,593.16,Pending,
285,6976,2023-02-22,456,1,229.8,229.8,Pending,
286,9357,2023-02-24,3,5,87.59,437.95,Cancelled,
287,4401,2025-12-27,463,3,438.53,1315.59,Completed,2025-12-28
288,5798,2023-08-05,33,2,431.43,862.86,Completed,
289,3439,2023-07-12,139,2,59.18,118.36,Cancelled,
290,3896,2023-08-04,154,1,263.54,263.54,Completed,2023-08-07
291,7638,2023-10-14,134,5,487.17,2435.85,Completed,2023-10-16
292,1531,2023-09-26,79,5,277.18,1385.9,Cancelled,
293,5265,2024-06-04,322,5,397.7,1988.5,Cancelled,
294,122,2024-01-05,377,3,388.11,1164.33,Completed,2024-01-08
295,6263,2025-10-06,325,5,107.15,535.75,Pending,
296,2788,2024-04-25,388,5,298.89,1494.45,Cancelled,
297,1561,2025-05-30,182,3,437.58,1312.74,Pending,
298,7656,2023-12-06,175,5,336.1,1680.5,Completed,2023-12-08
299,5887,2025-10-28,403,5,269.9,1349.5,Cancelled,
300,5254,2023-12-18,499,4,358.19,1432.76,Completed,2023-12-19
301,8322,2023-02-06,379,3,204.97,614.91,Pending,
302,5000,2023-12-11,186,2,432.51,865.02,Cancelled,
303,6116,2024-10-15,378,1,395.01,395.01,Completed,2024-10-16
304,5741,2023-12-20,94,1,379.94,379.94,Cancelled,
305,6648,2024-01-11,181,2,380.9,761.8,Completed,2024-01-14
306,4128,2024-01-22,302,2,326.6,653.2,Pending,
307,2663,2023-12-14,406,2,461.81,923.62,Pending,
308,9395,2024-08-11,292,2,301.07,602.14,Pending,
309,2790,2025-05-05,202,4,29.48,117.92,Completed,2025-05-07
310,863,2024-12-02,424,5,187.04,935.2,Pending,
311,7819,2024-01-15,35,3,327.04,981.12,Pending,
312,1227,2024-04-19,315,1,371.29,371.29,Pending,
313,6075,2024-03-25,126,2,273.98,547.96,Pending,
314,4881,2023-10-03,83,4,55.89,223.56,Cancelled,
315,95,2024-03-31,196,1,215.74,215.74,Pending,
316,7560,2025-12-19,74,4,332.95,1331.8,Completed,2025-12-22
317,6849,2023-08-16,473,1,242.26,242.26,Completed,2023-08-19
318,8614,2024-07-30,112,3,15.06,45.18,Cancelled,
319,7587,2024-10-28,117,2,107.94,215.88,Completed,2024-10-31
320,3653,2023-10-28,439,1,110.74,110.74,Pending,
321,204,2025-04-20,59,5,136.9,684.5,Cancelled,
322,7132,2023-07-10,495,3,77.24,231.72,Pending,
323,5718,2023-07-23,200,3,450.96,1352.88,Completed,2023-07-24
324,7601,2025-07-30,92,4,332.66,1330.64,Completed,2025-08-02
325,519,2025-05-10,458,4,430.74,1722.96,Pending,
326,4790,2024-05-29,310,2,315.6,631.2,Pending,
327,7022,2024-07-22,451,1,241.96,241.96,Completed,2024-07-25
328,8101,2023-02-10,45,5,311.59,1557.95,Pending,
329,2995,2023-12-20,154,1,442.28,442.28,Completed,2023-12-23
330,4380,2024-09-22,137,1,386.61,386.61,Pending,
331,5659,2024-03-24,138,4,392.64,1570.56,Pending,
332,6369,2025-10-23,422,5,135.21,676.05,Cancelled,
333,5881,2023-01-23,85,3,388.63,1165.89,Completed,2023-01-26
334,9166,2023-10-08,215,5,30.32,151.6,Cancelled,
335,3242,2025-08-15,89,5,222.6,1113.0,Cancelled,
336,199,2024-06-29,33,1,301.85,301.85,Pending,
337,5525,2025-10-22,448,3,246.04,738.12,Completed,2025-10-25
338,5264,2024-07-24,121,5,305.67,1528.35,Pending,
339,8744,2024-03-27,245,1,138.31,138.31,Completed,
340,6727,2025-09-27,434,1,153.86,153.86,Completed,2025-09-29
341,7489,2024-07-18,109,1,204.13,204.13,Completed,2024-07-21
342,6810,2024-12-20,450,3,449.09,1347.27,Completed,2024-12-23
343,9068,2024-04-23,207,1,190.19,190.19,Completed,2024-04-23
344,8480,2025-11-29,191,5,289.91,1449.55,Pending,
345,7789,2023-11-02,232,2,292.66,585.32,Pending,
346,8471,2023-01-23,398,3,173.92,521.76,Cancelled,
347,9210,2025-07-19,333,4,20.01,80.04,Pending,
348,7019,2025-01-14,211,1,175.36,175.36,Pending,
349,4063,2024-04-11,362,4,140.83,563.32,Completed,2024-04-12
350,6494,2024-03-08,14,4,325.86,1303.44,Cancelled,
351,6629,2024-03-08,12,4,353.41,1413.64,Pending,
352,3005,2023-10-05,94,4,211.05,844.2,Completed,2023-10-07
353,265,2023-06-16,315,5,231.54,1157.7,Cancelled,
354,5392,2025-11-04,221,2,256.17,512.34,Completed,2025-11-04
355,3363,2025-03-04,242,5,213.21,1066.05,Completed,2025-03-05
356,8253,2025-11-20,356,4,493.83,1975.32,Pending,
357,5287,2024-10-06,409,1,423.48,423.48,Cancelled,
358,2262,2024-09-11,293,2,415.93,831.86,Cancelled,
359,4299,2025-07-21,31,5,217.07,1085.35,Cancelled,
360,6578,2023-06-09,280,4,24.57,98.28,Completed,2023-06-09
361,2669,2023-05-23,206,5,466.16,2330.8,Cancelled,
362,3141,2023-01-31,243,5,294.86,1474.3,Cancelled,
363,9284,2023-06-14,345,5,465.94,2329.7,Completed,2023-06-15
364,5290,2025-05-07,360,2,388.58,777.16,Pending,
365,7497,2025-08-07,47,1,271.61,271.61,Completed,2025-08-08
366,4784,2025-04-09,301,2,24.8,49.6,Cancelled,
367,1428,2024-04-25,498,2,479.24,958.48,Completed,2024-04-25
368,5879,2023-08-20,145,5,309.14,1545.7,Completed,2023-08-23
369,5571,2024-01-03,33,5,225.2,1126.0,Pending,
370,9950,2025-01-23,133,5,89.58,447.9,Completed,2025-01-25
371,890,2024-05-17,416,2,393.58,787.16,Cancelled,
372,8828,2023-06-04,239,1,213.0,213.0,Cancelled,
373,6176,2023-01-12,198,3,335.03,1005.09,Cancelled,
374,8646,2023-08-22,176,5,433.21,2166.05,Pending,
375,4139,2023-07-30,195,5,461.29,2306.45,Cancelled,
376,8373,2023-10-18,462,1,171.0,171.0,Pending,
377,760,2025-07-08,397,1,243.22,243.22,Cancelled,
378,4889,2023-11-16,212,1,228.67,228.67,Pending,
379,8408,2024-02-21,16,5,25.41,127.05,Cancelled,
380,2611,2023-05-15,233,4,83.61,334.44,Pending,
381,2849,2025-04-29,282,3,418.13,1254.39,Cancelled,
382,495,2024-10-30,386,1,234.25,234.25,Cancelled,
383,9494,2025-11-05,338,3,476.19,1428.57,Pending,
384,4516,2025-08-14,324,1,46.88,46.88,Cancelled,
385,9705,2023-01-05,217,1,362.42,362.42,Completed,2023-01-06
386,6422,2025-08-25,208,2,17.62,35.24,Pending,
387,275,2025-12-22,69,2,316.2,632.4,Completed,2025-12-23
388,4335,2025-05-12,100,3,141.97,425.91,Completed,2025-05-15
389,4147,2024-01-12,329,3,499.18,1497.54,Cancelled,
390,97,2025-09-19,461,1,97.53,97.53,Cancelled,
391,2337,2024-08-27,415,3,89.53,268.59,Completed,2024-08-27
392,2560,2023-07-04,481,2,234.68,469.36,Pending,
393,9033,2023-01-19,94,3,289.24,867.72,Completed,2023-01-19
394,6173,2024-05-26,313,4,10.38,41.52,Completed,2024-05-28
395,5052,2023-09-30,433,1,182.45,182.45,Pending,
396,8213,2025-05-20,131,1,352.96,352.96,Completed,2025-05-22
397,3983,2023-02-03,498,4,415.26,1661.04,Completed,2023-02-04
398,9339,2023-09-01,181,4,499.06,1996.24,Pending,
399,4530,2025-11-26,190,4,211.45,845.8,Pending,
400,7011,2023-09-18,119,1,196.77,196.77,Completed,2023-09-21
401,1208,2024-08-04,300,2,192.69,385.38,Completed,2024-08-07
402,828,2023-12-23,70,3,101.14,303.42,Cancelled,
403,2717,2025-03-03,95,4,286.2,1144.8,Pending,
404,6832,2023-01-23,197,4,45.61,182.44,Completed,2023-01-26
405,5649,2023-12-29,97,4,309.03,1236.12,Cancelled,
406,9883,2023-11-13,302,5,131.49,657.45,Completed,2023-11-16
407,8434,2025-03-29,285,4,357.96,1431.84,Completed,2025-03-31
408,4934,2025-06-07,7,1,131.06,131.06,Cancelled,
409,8574,2023-12-20,26,3,448.65,1345.95,Pending,
410,3280,2023-07-15,168,5,268.66,1343.3,Pending,
411,2066,2023-06-23,80,4,14.82,59.28,Pending,
412,4875,2023-05-17,149,1,329.66,329.66,Cancelled,
413,6536,2025-08-13,477,2,421.64,843.28,Cancelled,
414,4997,2023-05-18,490,2,427.92,855.84,Completed,2023-05-18
415,1937,2024-03-21,154,1,110.02,110.02,Cancelled,
416,2496,2025-10-12,165,5,240.34,1201.7,Pending,
417,5362,2025-06-09,330,4,155.59,622.36,Cancelled,
418,187,2023-10-05,152,3,314.33,942.99,Cancelled,
419,8497,2023-11-06,29,2,124.43,248.86,Pending,
420,7938,2023-03-05,292,4,219.77,879.08,Pending,
421,6565,2024-06-18,287,2,458.53,917.06,Cancelled,
422,6063,2023-03-11,333,4,271.63,1086.52,Pending,
423,5972,2023-06-24,243,2,317.69,635.38,Pending,
424,6693,2025-07-07,316,4,59.25,237.0,Cancelled,
425,5460,2025-05-31,293,4,84.94,339.76,Cancelled,
426,111,2024-08-17,435,3,131.48,394.44,Completed,2024-08-17
427,3696,2023-12-01,163,1,331.76,331.76,Completed,2023-12-03
428,209,2025-04-08,50,1,253.14,253.14,Completed,2025-04-09
429,5729,2023-05-31,255,1,120.62,120.62,Pending,
430,738,2024-01-03,495,2,350.55,701.1,Cancelled,
431,3249,2023-05-26,303,5,247.3,1236.5,Pending,
432,3111,2025-07-30,21,3,368.56,1105.68,Completed,2025-08-01
433,7350,2024-07-17,434,3,279.48,838.44,Pending,
434,7066,2024-07-08,253,1,227.53,227.53,Cancelled,
435,2109,2025-05-01,444,2,164.45,328.9,Pending,
436,7708,2023-01-11,355,4,167.46,669.84,Cancelled,
437,7721,2023-05-27,403,1,488.95,488.95,Cancelled,
438,7919,2025-01-01,46,2,480.9,961.8,Pending,
